Periodo,Mes,Codigo_departamento,Departamento,Codigo_municipio,Municipio,Nombre_comercial,Bandera,Direccion,Producto,Precio,Estado,Dir2,Full_Address,Coords,LAT,LNG
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTO SERVICIO BRASILIA AV CIUDAD DE CALI,TEXACO,CALLE 87 BIS N. 85 - 70,BIODIESEL EXTRA,8800,A,CALLE 87 BIS N. 85 - 70,"CALLE 87 BIS N. 85 - 70, Bogota  d.c., Colombia","(4.70806, -74.09624)",4.70806,-74.09624
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EGAS NORMANDIA,PETROBRAS,AVENIDA 72 No. 54A-24,BIODIESEL EXTRA,8685,A,AVENIDA 72 No. 54A-24,"AVENIDA 72 No. 54A-24, Bogota  d.c., Colombia","(4.67252, -74.1054)",4.67252,-74.1054
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EGAS NORMANDIA,PETROBRAS,AVENIDA 72 No. 54A-24,GASOLINA CORRIENTE OXIGENADA,8835,A,AVENIDA 72 No. 54A-24,"AVENIDA 72 No. 54A-24, Bogota  d.c., Colombia","(4.67252, -74.1054)",4.67252,-74.1054
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO CALLE 14 Y DISTRIBUIDORA DE COMBUSTIBLES,MOBIL,Calle 14 No.43-82,GASOLINA CORRIENTE OXIGENADA,9373,A,Calle 14 No.43-82,"Calle 14 No.43-82, Bogota  d.c., Colombia","(4.62499, -74.10176)",4.62499,-74.10176
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO CALLE 14 Y DISTRIBUIDORA DE COMBUSTIBLES,MOBIL,Calle 14 No.43-82,BIODIESEL EXTRA,9149,A,Calle 14 No.43-82,"Calle 14 No.43-82, Bogota  d.c., Colombia","(4.62499, -74.10176)",4.62499,-74.10176
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO CALLE 14 Y DISTRIBUIDORA DE COMBUSTIBLES,MOBIL,Calle 14 No.43-82,GASOLINA EXTRA OXIGENADA,12000,A,Calle 14 No.43-82,"Calle 14 No.43-82, Bogota  d.c., Colombia","(4.62499, -74.10176)",4.62499,-74.10176
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS BRIO ALTAMAR,BIOMAX,TRANSVERSAL 86 No. 99-05 INTERIOR 1,GASOLINA CORRIENTE OXIGENADA,9479,A,TRANSVERSAL 86 No. 99-05 INTERIOR 1,"TRANSVERSAL 86 No. 99-05 INTERIOR 1, Bogota  d.c., Colombia","(4.4998, -74.11691)",4.4998,-74.11691
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS BRIO ALTAMAR,BIOMAX,TRANSVERSAL 86 No. 99-05 INTERIOR 1,BIODIESEL EXTRA,9219,A,TRANSVERSAL 86 No. 99-05 INTERIOR 1,"TRANSVERSAL 86 No. 99-05 INTERIOR 1, Bogota  d.c., Colombia","(4.4998, -74.11691)",4.4998,-74.11691
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,BRIO GAS,BIOMAX,Calle 146 A  No 95 - 59,BIODIESEL EXTRA,9351,A,Calle 146 A  No 95 - 59,"Calle 146 A  No 95 - 59, Bogota  d.c., Colombia","(4.74136, -74.08869)",4.74136,-74.08869
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,BRIO GAS,BIOMAX,Calle 146 A  No 95 - 59,GASOLINA CORRIENTE OXIGENADA,9247,A,Calle 146 A  No 95 - 59,"Calle 146 A  No 95 - 59, Bogota  d.c., Colombia","(4.74136, -74.08869)",4.74136,-74.08869
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,BRIO GAS,BIOMAX,Calle 146 A  No 95 - 59,GASOLINA EXTRA OXIGENADA,11200,A,Calle 146 A  No 95 - 59,"Calle 146 A  No 95 - 59, Bogota  d.c., Colombia","(4.74136, -74.08869)",4.74136,-74.08869
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO BOSA EL RECREO,BIOMAX,CARRERA 91 No. 62A-01 SUR,BIODIESEL EXTRA,9123,A,CARRERA 91 No. 62A-01 SUR,"CARRERA 91 No. 62A-01 SUR, Bogota  d.c., Colombia","(4.64006, -74.17305)",4.64006,-74.17305
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO BOSA EL RECREO,BIOMAX,CARRERA 91 No. 62A-01 SUR,GASOLINA CORRIENTE OXIGENADA,9320,A,CARRERA 91 No. 62A-01 SUR,"CARRERA 91 No. 62A-01 SUR, Bogota  d.c., Colombia","(4.64006, -74.17305)",4.64006,-74.17305
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA UNION ROMA,TERPEL,CARRERA 78 N BIS B No. 53-39 SUR,BIODIESEL EXTRA,8904,A,CARRERA 78 N BIS B No. 53-39 SUR,"CARRERA 78 N BIS B No. 53-39 SUR, Bogota  d.c., Colombia","(4.61311, -74.17137)",4.61311,-74.17137
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA UNION ROMA,TERPEL,CARRERA 78 N BIS B No. 53-39 SUR,GASOLINA CORRIENTE OXIGENADA,9048,A,CARRERA 78 N BIS B No. 53-39 SUR,"CARRERA 78 N BIS B No. 53-39 SUR, Bogota  d.c., Colombia","(4.61311, -74.17137)",4.61311,-74.17137
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS MOBIL LA ESPAÑOLA,MOBIL,AVENIDA CALLE 80 No. 86-94,BIODIESEL EXTRA,9380,A,AVENIDA CALLE 80 No. 86-94,"AVENIDA CALLE 80 No. 86-94, Bogota  d.c., Colombia","(4.70376, -74.10181)",4.70376,-74.10181
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS MOBIL LA ESPAÑOLA,MOBIL,AVENIDA CALLE 80 No. 86-94,GASOLINA EXTRA OXIGENADA,17130,A,AVENIDA CALLE 80 No. 86-94,"AVENIDA CALLE 80 No. 86-94, Bogota  d.c., Colombia","(4.70376, -74.10181)",4.70376,-74.10181
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS MOBIL LA ESPAÑOLA,MOBIL,AVENIDA CALLE 80 No. 86-94,GASOLINA CORRIENTE OXIGENADA,9470,A,AVENIDA CALLE 80 No. 86-94,"AVENIDA CALLE 80 No. 86-94, Bogota  d.c., Colombia","(4.70376, -74.10181)",4.70376,-74.10181
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO EL PORTAL,PETROBRAS,CARRERA 72 No. 163-10,BIODIESEL EXTRA,8799,A,CARRERA 72 No. 163-10,"CARRERA 72 No. 163-10, Bogota  d.c., Colombia","(4.74738, -74.06466)",4.74738,-74.06466
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO EL PORTAL,PETROBRAS,CARRERA 72 No. 163-10,GASOLINA CORRIENTE OXIGENADA,9190,A,CARRERA 72 No. 163-10,"CARRERA 72 No. 163-10, Bogota  d.c., Colombia","(4.74738, -74.06466)",4.74738,-74.06466
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO EL PORTAL,PETROBRAS,CARRERA 72 No. 163-10,GASOLINA EXTRA OXIGENADA,16290,A,CARRERA 72 No. 163-10,"CARRERA 72 No. 163-10, Bogota  d.c., Colombia","(4.74738, -74.06466)",4.74738,-74.06466
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS BRIO BARRIO COLOMBIA,BIOMAX,CARRERA 24 No. 71A-68,GASOLINA EXTRA OXIGENADA,15890,A,CARRERA 24 No. 71A-68,"CARRERA 24 No. 71A-68, Bogota  d.c., Colombia","(4.66249, -74.06731)",4.66249,-74.06731
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS BRIO BARRIO COLOMBIA,BIOMAX,CARRERA 24 No. 71A-68,GASOLINA CORRIENTE OXIGENADA,9350,A,CARRERA 24 No. 71A-68,"CARRERA 24 No. 71A-68, Bogota  d.c., Colombia","(4.66249, -74.06731)",4.66249,-74.06731
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS BRIO BARRIO COLOMBIA,BIOMAX,CARRERA 24 No. 71A-68,BIODIESEL EXTRA,9360,A,CARRERA 24 No. 71A-68,"CARRERA 24 No. 71A-68, Bogota  d.c., Colombia","(4.66249, -74.06731)",4.66249,-74.06731
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,REDH GALERIAS 53,BIOMAX,CARRERA 21 No 53-25 27,GASOLINA EXTRA OXIGENADA,15790,A,CARRERA 21 No 53-25 27,"CARRERA 21 No 53-25 27, Bogota  d.c., Colombia","(4.62324, -74.07698)",4.62324,-74.07698
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,REDH GALERIAS 53,BIOMAX,CARRERA 21 No 53-25 27,GASOLINA CORRIENTE OXIGENADA,8890,A,CARRERA 21 No 53-25 27,"CARRERA 21 No 53-25 27, Bogota  d.c., Colombia","(4.62324, -74.07698)",4.62324,-74.07698
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,REDH GALERIAS 53,BIOMAX,CARRERA 21 No 53-25 27,BIODIESEL EXTRA,8730,A,CARRERA 21 No 53-25 27,"CARRERA 21 No 53-25 27, Bogota  d.c., Colombia","(4.62324, -74.07698)",4.62324,-74.07698
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AVENIDA 28,TERPEL,AVENIDA 28 No. 39B-67,GASOLINA EXTRA OXIGENADA,16200,A,AVENIDA 28 No. 39B-67,"AVENIDA 28 No. 39B-67, Bogota  d.c., Colombia","(4.62997, -74.07854)",4.62997,-74.07854
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AVENIDA 28,TERPEL,AVENIDA 28 No. 39B-67,GASOLINA CORRIENTE OXIGENADA,8990,A,AVENIDA 28 No. 39B-67,"AVENIDA 28 No. 39B-67, Bogota  d.c., Colombia","(4.62997, -74.07854)",4.62997,-74.07854
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AVENIDA 28,TERPEL,AVENIDA 28 No. 39B-67,BIODIESEL EXTRA,9170,A,AVENIDA 28 No. 39B-67,"AVENIDA 28 No. 39B-67, Bogota  d.c., Colombia","(4.62997, -74.07854)",4.62997,-74.07854
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TEXACO SANTA MARIA DE LA BOYACA,TEXACO,CARRERA 17 No. 69B-69 SUR,GASOLINA CORRIENTE OXIGENADA,9369,A,CARRERA 17 No. 69B-69 SUR,"CARRERA 17 No. 69B-69 SUR, Bogota  d.c., Colombia","(4.54922, -74.137)",4.54922,-74.137
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TEXACO SANTA MARIA DE LA BOYACA,TEXACO,CARRERA 17 No. 69B-69 SUR,BIODIESEL EXTRA,9152,A,CARRERA 17 No. 69B-69 SUR,"CARRERA 17 No. 69B-69 SUR, Bogota  d.c., Colombia","(4.54922, -74.137)",4.54922,-74.137
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TEXACO SANTA MARIA DE LA BOYACA,TEXACO,CARRERA 17 No. 69B-69 SUR,GASOLINA EXTRA OXIGENADA,16390,A,CARRERA 17 No. 69B-69 SUR,"CARRERA 17 No. 69B-69 SUR, Bogota  d.c., Colombia","(4.54922, -74.137)",4.54922,-74.137
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL JAVERIANA,TERPEL,CARRERA 7 Nº 39 - 45,GASOLINA EXTRA OXIGENADA,16290,A,CARRERA 7 Nº 39 - 45,"CARRERA 7 Nº 39 - 45, Bogota  d.c., Colombia","(4.58958, -74.08027)",4.58958,-74.08027
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL JAVERIANA,TERPEL,CARRERA 7 Nº 39 - 45,BIODIESEL EXTRA,8680,A,CARRERA 7 Nº 39 - 45,"CARRERA 7 Nº 39 - 45, Bogota  d.c., Colombia","(4.58958, -74.08027)",4.58958,-74.08027
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL JAVERIANA,TERPEL,CARRERA 7 Nº 39 - 45,GASOLINA CORRIENTE OXIGENADA,8780,A,CARRERA 7 Nº 39 - 45,"CARRERA 7 Nº 39 - 45, Bogota  d.c., Colombia","(4.58958, -74.08027)",4.58958,-74.08027
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO EXITO SUBA,MOBIL,AVENIDA CARRERA 104 No. 145 -15,BIODIESEL EXTRA,8990,A,AVENIDA CARRERA 104 No. 145 -15,"AVENIDA CARRERA 104 No. 145 -15, Bogota  d.c., Colombia","(4.74724, -74.0961)",4.74724,-74.0961
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO EXITO SUBA,MOBIL,AVENIDA CARRERA 104 No. 145 -15,GASOLINA CORRIENTE OXIGENADA,9170,A,AVENIDA CARRERA 104 No. 145 -15,"AVENIDA CARRERA 104 No. 145 -15, Bogota  d.c., Colombia","(4.74724, -74.0961)",4.74724,-74.0961
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO MATATIGRES,TERPEL,DIAGONAL 39A SUR No. 39-50,GASOLINA CORRIENTE OXIGENADA,8680,A,DIAGONAL 39A SUR No. 39-50,"DIAGONAL 39A SUR No. 39-50, Bogota  d.c., Colombia","(4.54992, -74.08919)",4.54992,-74.08919
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO MATATIGRES,TERPEL,DIAGONAL 39A SUR No. 39-50,GASOLINA EXTRA OXIGENADA,16330,A,DIAGONAL 39A SUR No. 39-50,"DIAGONAL 39A SUR No. 39-50, Bogota  d.c., Colombia","(4.54992, -74.08919)",4.54992,-74.08919
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO MATATIGRES,TERPEL,DIAGONAL 39A SUR No. 39-50,BIODIESEL EXTRA,8560,A,DIAGONAL 39A SUR No. 39-50,"DIAGONAL 39A SUR No. 39-50, Bogota  d.c., Colombia","(4.54992, -74.08919)",4.54992,-74.08919
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL LA 49 NORMANDIA,TERPEL,CARRERA 72 No.  49-38-48,GASOLINA CORRIENTE OXIGENADA,8840,A,CARRERA 72 No.  49-38-48,"CARRERA 72 No.  49-38-48, Bogota  d.c., Colombia","(4.66931, -74.10959)",4.66931,-74.10959
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL LA 49 NORMANDIA,TERPEL,CARRERA 72 No.  49-38-48,BIODIESEL EXTRA,8690,A,CARRERA 72 No.  49-38-48,"CARRERA 72 No.  49-38-48, Bogota  d.c., Colombia","(4.66931, -74.10959)",4.66931,-74.10959
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL LA 49 NORMANDIA,TERPEL,CARRERA 72 No.  49-38-48,GASOLINA EXTRA OXIGENADA,16340,A,CARRERA 72 No.  49-38-48,"CARRERA 72 No.  49-38-48, Bogota  d.c., Colombia","(4.66931, -74.10959)",4.66931,-74.10959
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL LA CONEJERA,TERPEL,CARRERA 98A No. 140B-60,GASOLINA CORRIENTE OXIGENADA,8740,A,CARRERA 98A No. 140B-60,"CARRERA 98A No. 140B-60, Bogota  d.c., Colombia","(4.74109, -74.0902)",4.74109,-74.0902
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL LA CONEJERA,TERPEL,CARRERA 98A No. 140B-60,GASOLINA EXTRA OXIGENADA,16330,A,CARRERA 98A No. 140B-60,"CARRERA 98A No. 140B-60, Bogota  d.c., Colombia","(4.74109, -74.0902)",4.74109,-74.0902
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL LA CONEJERA,TERPEL,CARRERA 98A No. 140B-60,BIODIESEL EXTRA,8540,A,CARRERA 98A No. 140B-60,"CARRERA 98A No. 140B-60, Bogota  d.c., Colombia","(4.74109, -74.0902)",4.74109,-74.0902
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL MOTOMART,TERPEL,AVENIDA CARRERA 45 No. 242-34,GASOLINA EXTRA OXIGENADA,15850,A,AVENIDA CARRERA 45 No. 242-34,"AVENIDA CARRERA 45 No. 242-34, Bogota  d.c., Colombia","(4.81937, -74.03476)",4.81937,-74.03476
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL MOTOMART,TERPEL,AVENIDA CARRERA 45 No. 242-34,GASOLINA CORRIENTE OXIGENADA,8990,A,AVENIDA CARRERA 45 No. 242-34,"AVENIDA CARRERA 45 No. 242-34, Bogota  d.c., Colombia","(4.81937, -74.03476)",4.81937,-74.03476
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL MOTOMART,TERPEL,AVENIDA CARRERA 45 No. 242-34,BIODIESEL EXTRA,8740,A,AVENIDA CARRERA 45 No. 242-34,"AVENIDA CARRERA 45 No. 242-34, Bogota  d.c., Colombia","(4.81937, -74.03476)",4.81937,-74.03476
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL EL GANADERO,TERPEL,CALLE 71 BIS SUR No. 17-88,GASOLINA EXTRA OXIGENADA,16050,A,CALLE 71 BIS SUR No. 17-88,"CALLE 71 BIS SUR No. 17-88, Bogota  d.c., Colombia","(4.54635, -74.13739)",4.54635,-74.13739
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL EL GANADERO,TERPEL,CALLE 71 BIS SUR No. 17-88,GASOLINA CORRIENTE OXIGENADA,8940,A,CALLE 71 BIS SUR No. 17-88,"CALLE 71 BIS SUR No. 17-88, Bogota  d.c., Colombia","(4.54635, -74.13739)",4.54635,-74.13739
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL EL GANADERO,TERPEL,CALLE 71 BIS SUR No. 17-88,BIODIESEL EXTRA,8730,A,CALLE 71 BIS SUR No. 17-88,"CALLE 71 BIS SUR No. 17-88, Bogota  d.c., Colombia","(4.54635, -74.13739)",4.54635,-74.13739
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL VILLA CLAUDIA,TERPEL,AVENIDA CARRERA 68 No. 14-21 SUR,BIODIESEL EXTRA,8690,A,AVENIDA CARRERA 68 No. 14-21 SUR,"AVENIDA CARRERA 68 No. 14-21 SUR, Bogota  d.c., Colombia","(4.61529, -74.12737)",4.61529,-74.12737
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL VILLA CLAUDIA,TERPEL,AVENIDA CARRERA 68 No. 14-21 SUR,GASOLINA CORRIENTE OXIGENADA,8760,A,AVENIDA CARRERA 68 No. 14-21 SUR,"AVENIDA CARRERA 68 No. 14-21 SUR, Bogota  d.c., Colombia","(4.61529, -74.12737)",4.61529,-74.12737
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL VILLA CLAUDIA,TERPEL,AVENIDA CARRERA 68 No. 14-21 SUR,GASOLINA EXTRA OXIGENADA,16330,A,AVENIDA CARRERA 68 No. 14-21 SUR,"AVENIDA CARRERA 68 No. 14-21 SUR, Bogota  d.c., Colombia","(4.61529, -74.12737)",4.61529,-74.12737
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL LAS VILLAS,TERPEL,CALLE 129 No. 57 B - 94,GASOLINA EXTRA OXIGENADA,16490,A,CALLE 129 No. 57 B - 94,"CALLE 129 No. 57 B - 94, Bogota  d.c., Colombia","(4.71804, -74.06859)",4.71804,-74.06859
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL LAS VILLAS,TERPEL,CALLE 129 No. 57 B - 94,GASOLINA CORRIENTE OXIGENADA,9390,A,CALLE 129 No. 57 B - 94,"CALLE 129 No. 57 B - 94, Bogota  d.c., Colombia","(4.71804, -74.06859)",4.71804,-74.06859
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL LAS VILLAS,TERPEL,CALLE 129 No. 57 B - 94,BIODIESEL EXTRA,9190,A,CALLE 129 No. 57 B - 94,"CALLE 129 No. 57 B - 94, Bogota  d.c., Colombia","(4.71804, -74.06859)",4.71804,-74.06859
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL AVENIDA BOYACA,TERPEL,AVENIDA CARRERA 72 No. 77A-15,GASOLINA EXTRA OXIGENADA,16250,A,AVENIDA CARRERA 72 No. 77A-15,"AVENIDA CARRERA 72 No. 77A-15, Bogota  d.c., Colombia","(4.69373, -74.09124)",4.69373,-74.09124
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL AVENIDA BOYACA,TERPEL,AVENIDA CARRERA 72 No. 77A-15,GASOLINA CORRIENTE OXIGENADA,9090,A,AVENIDA CARRERA 72 No. 77A-15,"AVENIDA CARRERA 72 No. 77A-15, Bogota  d.c., Colombia","(4.69373, -74.09124)",4.69373,-74.09124
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL AVENIDA BOYACA,TERPEL,AVENIDA CARRERA 72 No. 77A-15,BIODIESEL EXTRA,8840,A,AVENIDA CARRERA 72 No. 77A-15,"AVENIDA CARRERA 72 No. 77A-15, Bogota  d.c., Colombia","(4.69373, -74.09124)",4.69373,-74.09124
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL LA JUANA,TERPEL,AVENIDA CARRERA 7 No. 155-99,GASOLINA CORRIENTE OXIGENADA,8960,A,AVENIDA CARRERA 7 No. 155-99,"AVENIDA CARRERA 7 No. 155-99, Bogota  d.c., Colombia","(4.73107, -74.02415)",4.73107,-74.02415
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL LA JUANA,TERPEL,AVENIDA CARRERA 7 No. 155-99,BIODIESEL EXTRA,8840,A,AVENIDA CARRERA 7 No. 155-99,"AVENIDA CARRERA 7 No. 155-99, Bogota  d.c., Colombia","(4.73107, -74.02415)",4.73107,-74.02415
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL LA JUANA,TERPEL,AVENIDA CARRERA 7 No. 155-99,GASOLINA EXTRA OXIGENADA,16290,A,AVENIDA CARRERA 7 No. 155-99,"AVENIDA CARRERA 7 No. 155-99, Bogota  d.c., Colombia","(4.73107, -74.02415)",4.73107,-74.02415
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL CENTRO BOGOTA,TERPEL,CARRERA 13 No.  16A-11,GASOLINA EXTRA OXIGENADA,16300,A,CARRERA 13 No.  16A-11,"CARRERA 13 No.  16A-11, Bogota  d.c., Colombia","(4.60623, -74.07673)",4.60623,-74.07673
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL CENTRO BOGOTA,TERPEL,CARRERA 13 No.  16A-11,BIODIESEL EXTRA,8980,A,CARRERA 13 No.  16A-11,"CARRERA 13 No.  16A-11, Bogota  d.c., Colombia","(4.60623, -74.07673)",4.60623,-74.07673
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS TERPEL CENTRO BOGOTA,TERPEL,CARRERA 13 No.  16A-11,GASOLINA CORRIENTE OXIGENADA,8820,A,CARRERA 13 No.  16A-11,"CARRERA 13 No.  16A-11, Bogota  d.c., Colombia","(4.60623, -74.07673)",4.60623,-74.07673
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION SANTA MARTA DEL SUR,MOBIL,AVENIDA CARRERA 1 No. 69A-10 SUR,BIODIESEL EXTRA,8894,A,AVENIDA CARRERA 1 No. 69A-10 SUR,"AVENIDA CARRERA 1 No. 69A-10 SUR, Bogota  d.c., Colombia","(4.52473, -74.1182)",4.52473,-74.1182
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION SANTA MARTA DEL SUR,MOBIL,AVENIDA CARRERA 1 No. 69A-10 SUR,GASOLINA CORRIENTE OXIGENADA,9116,A,AVENIDA CARRERA 1 No. 69A-10 SUR,"AVENIDA CARRERA 1 No. 69A-10 SUR, Bogota  d.c., Colombia","(4.52473, -74.1182)",4.52473,-74.1182
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LURIGER GAITAN,ESSO,TRANSVERSAL 56A No. 78-70,GASOLINA CORRIENTE OXIGENADA,9372,A,TRANSVERSAL 56A No. 78-70,"TRANSVERSAL 56A No. 78-70, Bogota  d.c., Colombia","(4.67648, -74.07558)",4.67648,-74.07558
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LURIGER GAITAN,ESSO,TRANSVERSAL 56A No. 78-70,BIODIESEL EXTRA,9152,A,TRANSVERSAL 56A No. 78-70,"TRANSVERSAL 56A No. 78-70, Bogota  d.c., Colombia","(4.67648, -74.07558)",4.67648,-74.07558
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS BIOMAX 7 DE AGOSTO,BIOMAX,AVENIDA CALLE 68 No. 19-84,BIODIESEL EXTRA,9165,A,AVENIDA CALLE 68 No. 19-84,"AVENIDA CALLE 68 No. 19-84, Bogota  d.c., Colombia","(4.65737, -74.06711)",4.65737,-74.06711
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS BIOMAX 7 DE AGOSTO,BIOMAX,AVENIDA CALLE 68 No. 19-84,GASOLINA CORRIENTE OXIGENADA,9105,A,AVENIDA CALLE 68 No. 19-84,"AVENIDA CALLE 68 No. 19-84, Bogota  d.c., Colombia","(4.65737, -74.06711)",4.65737,-74.06711
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA HERRADURA,TERPEL,TRANSVERSAL 6B ESTE 40A 35 SUR,GASOLINA CORRIENTE OXIGENADA,9189,A,TRANSVERSAL 6B ESTE 40A 35 SUR,"TRANSVERSAL 6B ESTE 40A 35 SUR, Bogota  d.c., Colombia","(4.54933, -74.08911)",4.54933,-74.08911
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA HERRADURA,TERPEL,TRANSVERSAL 6B ESTE 40A 35 SUR,BIODIESEL EXTRA,9019,A,TRANSVERSAL 6B ESTE 40A 35 SUR,"TRANSVERSAL 6B ESTE 40A 35 SUR, Bogota  d.c., Colombia","(4.54933, -74.08911)",4.54933,-74.08911
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,COMBUSTIBLES Y LUBRICANTES EL PORTAL DE ALAMOS,TERPEL,Carrera 98 No.63-39,GASOLINA CORRIENTE OXIGENADA,9069,A,Carrera 98 No.63-39,"Carrera 98 No.63-39, Bogota  d.c., Colombia","(4.69434, -74.12281)",4.69434,-74.12281
