Periodo,Mes,Codigo_departamento,Departamento,Codigo_municipio,Municipio,Nombre_comercial,Bandera,Direccion,Producto,Precio,Estado
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SUPER ESTACION DE SERVICIO TEXACO 10,TEXACO,AVENIDA CARRERA 7 No. 123A-48,GASOLINA CORRIENTE OXIGENADA,9860,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SUPER ESTACION DE SERVICIO TEXACO 10,TEXACO,AVENIDA CARRERA 7 No. 123A-48,BIODIESEL EXTRA,9780,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SUPER ESTACION DE SERVICIO TEXACO 10,TEXACO,AVENIDA CARRERA 7 No. 123A-48,GASOLINA EXTRA OXIGENADA,17250,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SUPER ESTACION DE SERVICIO TEXACO 10,TEXACO,AVENIDA CARRERA 7 No. 123A-48,GASOLINA CORRIENTE OXIGENADA,9860,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SUPER ESTACION DE SERVICIO TEXACO 10,TEXACO,AVENIDA CARRERA 7 No. 123A-48,BIODIESEL EXTRA,9780,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SUPER ESTACION DE SERVICIO TEXACO 10,TEXACO,AVENIDA CARRERA 7 No. 123A-48,GASOLINA EXTRA OXIGENADA,17600,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ROXI,MOBIL,Carrera 24  No 7-11,GASOLINA EXTRA OXIGENADA,16860,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ROXI,MOBIL,Carrera 24  No 7-11,BIODIESEL EXTRA,9145,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ROXI,MOBIL,Carrera 24  No 7-11,GASOLINA CORRIENTE OXIGENADA,9398,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO SANTA ISABEL,MOBIL,Avenida Carrera 30 # 2 - 38,BIODIESEL EXTRA,9034,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO SANTA ISABEL,MOBIL,Avenida Carrera 30 # 2 - 38,GASOLINA CORRIENTE OXIGENADA,9517,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACIÓN DE SERVICIO COMBUSCOL - OCCIDENTE,MOBIL,Carrera 96H N. 17 - 25,GASOLINA CORRIENTE OXIGENADA,9560,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACIÓN DE SERVICIO COMBUSCOL - OCCIDENTE,MOBIL,Carrera 96H N. 17 - 25,BIODIESEL EXTRA,10210,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,TEXACO 38 ESTACIÓN DE SERVICIO CALLE 50,TEXACO,CRA 17 # 50-42,GASOLINA EXTRA OXIGENADA,12310,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,TEXACO 38 ESTACIÓN DE SERVICIO CALLE 50,TEXACO,CRA 17 # 50-42,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,TEXACO 38 ESTACIÓN DE SERVICIO CALLE 50,TEXACO,CRA 17 # 50-42,BIODIESEL EXTRA,9150,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACIÓN DE SERVICIO TEXACO MATATIGRES,TEXACO,CARRERA 27 NO. 30 - 06 SUR,BIODIESEL EXTRA,9149,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACIÓN DE SERVICIO TEXACO MATATIGRES,TEXACO,CARRERA 27 NO. 30 - 06 SUR,GASOLINA CORRIENTE OXIGENADA,9373,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO AVENIDA TERCERA,MOBIL,CARRERA 3 No. 20-20,BIODIESEL EXTRA,10490,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO AVENIDA TERCERA,MOBIL,CARRERA 3 No. 20-20,GASOLINA EXTRA OXIGENADA,15940,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO AVENIDA TERCERA,MOBIL,CARRERA 3 No. 20-20,GASOLINA CORRIENTE OXIGENADA,9230,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION JUAN MARTIN,TERPEL,CARRERA 28 A No. 67 - 83,BIODIESEL EXTRA,9150,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION JUAN MARTIN,TERPEL,CARRERA 28 A No. 67 - 83,GASOLINA EXTRA OXIGENADA,15990,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION JUAN MARTIN,TERPEL,CARRERA 28 A No. 67 - 83,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTO CENTRO INTERNACIONAL DORADO LTDA,MOBIL,CALLE 26 No.75-28,GASOLINA EXTRA OXIGENADA,16000,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTO CENTRO INTERNACIONAL DORADO LTDA,MOBIL,CALLE 26 No.75-28,GASOLINA CORRIENTE OXIGENADA,9000,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTO CENTRO INTERNACIONAL DORADO LTDA,MOBIL,CALLE 26 No.75-28,GASOLINA CORRIENTE OXIGENADA,9325,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTO CENTRO INTERNACIONAL DORADO LTDA,MOBIL,CALLE 26 No.75-28,BIODIESEL EXTRA,9729,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTO CENTRO INTERNACIONAL DORADO LTDA,MOBIL,CALLE 26 No.75-28,BIODIESEL EXTRA,9000,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTO CENTRO INTERNACIONAL DORADO LTDA,MOBIL,CALLE 26 No.75-28,GASOLINA EXTRA OXIGENADA,16204,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO SEVILLANA,TERPEL,AVENIDA CALLE 45 SUR  No. 59A-35,BIODIESEL EXTRA,9159,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO SEVILLANA,TERPEL,AVENIDA CALLE 45 SUR  No. 59A-35,GASOLINA CORRIENTE OXIGENADA,9090,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO SEVILLANA,TERPEL,AVENIDA CALLE 45 SUR  No. 59A-35,GASOLINA CORRIENTE OXIGENADA,8990,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO SEVILLANA,TERPEL,AVENIDA CALLE 45 SUR  No. 59A-35,BIODIESEL EXTRA,9159,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO SEVILLANA,TERPEL,AVENIDA CALLE 45 SUR  No. 59A-35,GASOLINA CORRIENTE OXIGENADA,9190,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO SEVILLANA,TERPEL,AVENIDA CALLE 45 SUR  No. 59A-35,BIODIESEL EXTRA,9159,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AV CIUDAD DE CALI,TERPEL,AVENIDA CARRERA 86 No. 15 A-80,GASOLINA CORRIENTE OXIGENADA,9140,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AV CIUDAD DE CALI,TERPEL,AVENIDA CARRERA 86 No. 15 A-80,BIODIESEL EXTRA,9110,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO DISTRACOM EL TERMINAL BOGOTA,MOBIL,CARRERA 69B No. 22-11,BIODIESEL EXTRA,8890,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO DISTRACOM EL TERMINAL BOGOTA,MOBIL,CARRERA 69B No. 22-11,BIODIESEL EXTRA,8890,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TEXACO AVENIDA TERCERA,TEXACO,AVENIDA CARRERA 30 No 4-51,GASOLINA CORRIENTE OXIGENADA,9340,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TEXACO AVENIDA TERCERA,TEXACO,AVENIDA CARRERA 30 No 4-51,BIODIESEL EXTRA,9090,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TEXACO AVENIDA TERCERA,TEXACO,AVENIDA CARRERA 30 No 4-51,GASOLINA EXTRA OXIGENADA,16560,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TEXACO AVENIDA TERCERA,TEXACO,AVENIDA CARRERA 30 No 4-51,GASOLINA CORRIENTE OXIGENADA,9350,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TEXACO AVENIDA TERCERA,TEXACO,AVENIDA CARRERA 30 No 4-51,BIODIESEL EXTRA,9100,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TEXACO AVENIDA TERCERA,TEXACO,AVENIDA CARRERA 30 No 4-51,GASOLINA EXTRA OXIGENADA,16140,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO MUZU,MOBIL,AVENIDA CALLE 45 A SUR N° 50 B - 60,GASOLINA CORRIENTE OXIGENADA,9430,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO MUZU,MOBIL,AVENIDA CALLE 45 A SUR N° 50 B - 60,BIODIESEL EXTRA,9210,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO MUZU,MOBIL,AVENIDA CALLE 45 A SUR N° 50 B - 60,GASOLINA EXTRA OXIGENADA,17130,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS LA ESTANCIA,MOBIL,AUTOPISTA CALLE 57 R SUR No. 75-21,GASOLINA CORRIENTE OXIGENADA,9372,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS LA ESTANCIA,MOBIL,AUTOPISTA CALLE 57 R SUR No. 75-21,BIODIESEL EXTRA,9149,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS LA ESTANCIA,MOBIL,AUTOPISTA CALLE 57 R SUR No. 75-21,GASOLINA EXTRA OXIGENADA,16699,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS NQS CALLE 104,BIOMAX,AVENIDA CARRERA 9 No. 103-39,GASOLINA EXTRA OXIGENADA,17490,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS NQS CALLE 104,BIOMAX,AVENIDA CARRERA 9 No. 103-39,GASOLINA CORRIENTE OXIGENADA,9840,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS NQS CALLE 104,BIOMAX,AVENIDA CARRERA 9 No. 103-39,BIODIESEL EXTRA,8680,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL TRINIDAD,TERPEL,AVENIDA CARRERA 68 No. 1 A - 24,BIODIESEL EXTRA,8690,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL TRINIDAD,TERPEL,AVENIDA CARRERA 68 No. 1 A - 24,GASOLINA EXTRA OXIGENADA,16330,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL TRINIDAD,TERPEL,AVENIDA CARRERA 68 No. 1 A - 24,GASOLINA CORRIENTE OXIGENADA,8760,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA 24 CON CALLE 5B,TEXACO,CARRERA 24 No. 5B-40,GASOLINA CORRIENTE OXIGENADA,9135,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA 24 CON CALLE 5B,TEXACO,CARRERA 24 No. 5B-40,BIODIESEL EXTRA,9000,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA 24 CON CALLE 5B,TEXACO,CARRERA 24 No. 5B-40,BIODIESEL EXTRA,9000,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA 24 CON CALLE 5B,TEXACO,CARRERA 24 No. 5B-40,GASOLINA EXTRA OXIGENADA,9135,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA 24 CON CALLE 5B,TEXACO,CARRERA 24 No. 5B-40,GASOLINA EXTRA OXIGENADA,9190,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA 24 CON CALLE 5B,TEXACO,CARRERA 24 No. 5B-40,GASOLINA CORRIENTE OXIGENADA,9190,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO INCOCENTRO,TERPEL,AVENIDA CALLE 57 R SUR (AUTOPISTA SUR) No. 64-46,BIODIESEL EXTRA,9126,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO INCOCENTRO,TERPEL,AVENIDA CALLE 57 R SUR (AUTOPISTA SUR) No. 64-46,GASOLINA CORRIENTE OXIGENADA,9340,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO INCOCENTRO,TERPEL,AVENIDA CALLE 57 R SUR (AUTOPISTA SUR) No. 64-46,GASOLINA EXTRA OXIGENADA,16450,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,REAL TRANSPORTADORA SA,TERPEL,Calle 1 C Bis No. 18 - 34,BIODIESEL EXTRA,9195,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,REAL TRANSPORTADORA SA,TERPEL,Calle 1 C Bis No. 18 - 34,GASOLINA CORRIENTE OXIGENADA,9299,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIOS ESSO LA ESTRELLA,MOBIL,CARRERA 129 No. 132A-88,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIOS ESSO LA ESTRELLA,MOBIL,CARRERA 129 No. 132A-88,BIODIESEL EXTRA,9150,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EL LLANO,PETROBRAS,CALLE 163 No. 72-50,GASOLINA EXTRA OXIGENADA,16450,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EL LLANO,PETROBRAS,CALLE 163 No. 72-50,GASOLINA EXTRA OXIGENADA,16450,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EL LLANO,PETROBRAS,CALLE 163 No. 72-50,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EL LLANO,PETROBRAS,CALLE 163 No. 72-50,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EL LLANO,PETROBRAS,CALLE 163 No. 72-50,BIODIESEL EXTRA,9150,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EL LLANO,PETROBRAS,CALLE 163 No. 72-50,BIODIESEL EXTRA,9150,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EL LLANO,PETROBRAS,CALLE 163 No. 72-50,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EL LLANO,PETROBRAS,CALLE 163 No. 72-50,BIODIESEL EXTRA,9150,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EL LLANO,PETROBRAS,CALLE 163 No. 72-50,GASOLINA EXTRA OXIGENADA,15990,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS VERBENAL CALLE 186 PRIMAX,MOBIL,AV CRA 9 no 186-83,GASOLINA CORRIENTE OXIGENADA,9190,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS VERBENAL CALLE 186 PRIMAX,MOBIL,AV CRA 9 no 186-83,BIODIESEL EXTRA,9150,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS VERBENAL CALLE 186 PRIMAX,MOBIL,AV CRA 9 no 186-83,GASOLINA EXTRA OXIGENADA,16400,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTOMOTRIZ PASTRANITA,MOBIL,TRANSVERSAL 78H No. 42F-44 SUR,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTOMOTRIZ PASTRANITA,MOBIL,TRANSVERSAL 78H No. 42F-44 SUR,BIODIESEL EXTRA,9170,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO HERGOS GASOLINA,PETROBRAS,CALLE 73 NO 86 -08,GASOLINA EXTRA OXIGENADA,15900,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO HERGOS GASOLINA,PETROBRAS,CALLE 73 NO 86 -08,GASOLINA CORRIENTE OXIGENADA,9330,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO HERGOS GASOLINA,PETROBRAS,CALLE 73 NO 86 -08,BIODIESEL EXTRA,9150,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO BRASIL,MOBIL,AVENIDA CALLE 6 No. 34-90,BIODIESEL EXTRA,9380,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO BRASIL,MOBIL,AVENIDA CALLE 6 No. 34-90,GASOLINA EXTRA OXIGENADA,17530,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO BRASIL,MOBIL,AVENIDA CALLE 6 No. 34-90,GASOLINA CORRIENTE OXIGENADA,9530,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO BRASIL,MOBIL,AVENIDA CALLE 6 No. 34-90,BIODIESEL EXTRA,9380,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO BRASIL,MOBIL,AVENIDA CALLE 6 No. 34-90,GASOLINA EXTRA OXIGENADA,17530,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO BRASIL,MOBIL,AVENIDA CALLE 6 No. 34-90,GASOLINA CORRIENTE OXIGENADA,9490,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS MOBIL LOS ANDES,MOBIL,AVENIDA CARRERA 80 No. 58L-15 SUR,BIODIESEL EXTRA,9190,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS MOBIL LOS ANDES,MOBIL,AVENIDA CARRERA 80 No. 58L-15 SUR,GASOLINA CORRIENTE OXIGENADA,9480,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS MOBIL LOS ANDES,MOBIL,AVENIDA CARRERA 80 No. 58L-15 SUR,BIODIESEL EXTRA,9240,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS MOBIL LOS ANDES,MOBIL,AVENIDA CARRERA 80 No. 58L-15 SUR,GASOLINA CORRIENTE OXIGENADA,9480,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO KENNEDY,MOBIL,CARRERA 79 No. 41F-24 SUR,BIODIESEL EXTRA,9290,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO KENNEDY,MOBIL,CARRERA 79 No. 41F-24 SUR,BIODIESEL EXTRA,9290,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO KENNEDY,MOBIL,CARRERA 79 No. 41F-24 SUR,GASOLINA CORRIENTE OXIGENADA,9390,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO KENNEDY,MOBIL,CARRERA 79 No. 41F-24 SUR,GASOLINA CORRIENTE OXIGENADA,9430,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO CALLE 80 CARRERA 24,TEXACO,CALLE 80 # 24-30,GASOLINA EXTRA OXIGENADA,16330,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO CALLE 80 CARRERA 24,TEXACO,CALLE 80 # 24-30,GASOLINA CORRIENTE OXIGENADA,9590,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO CALLE 80 CARRERA 24,TEXACO,CALLE 80 # 24-30,BIODIESEL EXTRA,9570,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO DELICIAS,MOBIL,Autopista Sur No.59 A-50,BIODIESEL EXTRA,8799,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO DELICIAS,MOBIL,Autopista Sur No.59 A-50,GASOLINA CORRIENTE OXIGENADA,9139,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,PLAZA 63,TEXACO,AVENIDA CARRERA 24 No. 62-39,BIODIESEL EXTRA,9150,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,PLAZA 63,TEXACO,AVENIDA CARRERA 24 No. 62-39,GASOLINA EXTRA OXIGENADA,15990,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,PLAZA 63,TEXACO,AVENIDA CARRERA 24 No. 62-39,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,PLAZA 63,TEXACO,AVENIDA CARRERA 24 No. 62-39,BIODIESEL EXTRA,9150,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,PLAZA 63,TEXACO,AVENIDA CARRERA 24 No. 62-39,GASOLINA EXTRA OXIGENADA,16450,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,PLAZA 63,TEXACO,AVENIDA CARRERA 24 No. 62-39,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,MOBIL UNO,MOBIL,CALLE 142 No.  9-04,GASOLINA CORRIENTE OXIGENADA,9540,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,MOBIL UNO,MOBIL,CALLE 142 No.  9-04,BIODIESEL EXTRA,10076,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,MOBIL UNO,MOBIL,CALLE 142 No.  9-04,GASOLINA EXTRA OXIGENADA,17210,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,DISTRIBUIDORA ESSO VERSALLES,MOBIL,CARRERA 107 No. 23-46,BIODIESEL EXTRA,9152,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,DISTRIBUIDORA ESSO VERSALLES,MOBIL,CARRERA 107 No. 23-46,GASOLINA CORRIENTE OXIGENADA,9372,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TX 34,TEXACO,CALLE 26 No. 32-61,BIODIESEL EXTRA,9390,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TX 34,TEXACO,CALLE 26 No. 32-61,GASOLINA EXTRA OXIGENADA,16890,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TX 34,TEXACO,CALLE 26 No. 32-61,GASOLINA CORRIENTE OXIGENADA,9490,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO CAMPOALEGRE,TEXACO,AVENIDA CIUDAD DE CALI No. 6-93,GASOLINA CORRIENTE OXIGENADA,9372,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO CAMPOALEGRE,TEXACO,AVENIDA CIUDAD DE CALI No. 6-93,BIODIESEL EXTRA,9152,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO TERCER PUENTE,MOBIL,Avenida Carrera 45 No.183 A-32,GASOLINA EXTRA OXIGENADA,16990,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO TERCER PUENTE,MOBIL,Avenida Carrera 45 No.183 A-32,BIODIESEL EXTRA,8990,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO TERCER PUENTE,MOBIL,Avenida Carrera 45 No.183 A-32,GASOLINA CORRIENTE OXIGENADA,9370,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO EL DARIEN,TEXACO,CARRERA 69B No. 26-35 SUR,GASOLINA CORRIENTE OXIGENADA,9350,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO EL DARIEN,TEXACO,CARRERA 69B No. 26-35 SUR,BIODIESEL EXTRA,9445,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIOS TEXACO No. 35,TEXACO,CALLE 17 No. 96B-46,BIODIESEL EXTRA,9050,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIOS TEXACO No. 35,TEXACO,CALLE 17 No. 96B-46,GASOLINA CORRIENTE OXIGENADA,9250,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,COMBUSTIBLES Y SERVICIOS TIMIZA,MOBIL,Carrera 73 # 36A - 55 Sur,GASOLINA CORRIENTE OXIGENADA,9176,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,COMBUSTIBLES Y SERVICIOS TIMIZA,MOBIL,Carrera 73 # 36A - 55 Sur,BIODIESEL EXTRA,8946,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION LOS LAGARTOS,MOBIL,AVENIDA CARRERA 72 No.  95-31,BIODIESEL EXTRA,8840,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION LOS LAGARTOS,MOBIL,AVENIDA CARRERA 72 No.  95-31,GASOLINA CORRIENTE OXIGENADA,9100,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION LOS LAGARTOS,MOBIL,AVENIDA CARRERA 72 No.  95-31,GASOLINA EXTRA OXIGENADA,15990,A
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO BIOMAX SANANDRESITO 38,BIOMAX,Calle 13 # 38 - 25,GASOLINA CORRIENTE OXIGENADA,9342,A
